,temp
5932,1.6
5933,5.5
5934,8.2
5935,8.5
5936,7.8
5937,8.5
5938,7.4
5939,11.6
5940,10.5
5941,10.0
5942,12.2
5943,10.3
5944,4.5
5945,2.6
5946,3.4
5947,1.4
5948,1.4
5949,7.1
5950,5.6
5951,8.5
5952,11.8
5953,11.6
5954,3.2
5955,6.1
5956,12.9
5957,15.6
5958,13.3
5959,13.1
5960,14.4
5961,15.3
5962,12.6
5963,14.2
5964,16.3
5965,17.8
5966,20.6
5967,16.5
5968,14.6
5969,12.4
5970,9.8
5971,10.6
5972,9.8
5973,6.9
5974,8.6
5975,14.0
5976,15.7
5977,19.7
5978,19.1
5979,19.1
5980,20.7
5981,20.1
5982,14.3
5983,11.1
5984,14.1
5985,18.5
5986,14.6
5987,13.0
5988,13.7
5989,11.7
5990,9.2
5991,11.0
5992,10.8
5993,13.1
5994,14.6
5995,14.6
5996,11.0
5997,12.5
5998,19.1
5999,23.3
6000,20.3
6001,18.7
6002,18.0
6003,20.8
6004,20.7
6005,21.5
6006,23.7
6007,22.0
6008,23.5
6009,23.2
6010,24.0
6011,26.1
6012,22.9
6013,13.9
6014,15.6
6015,16.1
6016,18.6
6017,22.1
6018,17.8
6019,14.7
6020,16.5
6021,15.2
6022,12.2
6023,15.1
6024,18.3
6025,16.2
6026,18.7
6027,21.9
6028,18.7
6029,17.9
6030,16.8
6031,13.7
6032,14.2
6033,17.5
6034,19.4
6035,17.9
6036,15.8
6037,19.1
6038,16.3
6039,13.6
6040,14.2
6041,14.3
6042,17.5
6043,25.0
6044,19.8
6045,18.9
6046,20.4
6047,16.1
6048,18.6
6049,17.3
6050,15.6
6051,16.9
6052,14.1
6053,16.4
6054,14.9
6055,14.8
6056,17.0
6057,14.1
6058,16.6
6059,15.5
6060,15.4
6061,13.2
6062,16.0
6063,17.5
6064,14.3
6065,19.1
6066,21.0
6067,24.2
6068,26.1
6069,20.7
6070,14.2
6071,14.0
6072,16.4
6073,19.5
6074,20.5
6075,21.7
6076,16.6
6077,17.1
6078,14.5
6079,12.2
6080,12.6
6081,14.1
6082,14.5
6083,13.9
6084,15.9
6085,15.2
6086,13.8
6087,14.3
6088,15.7
6089,15.2
6090,16.4
6091,14.5
6092,14.9
6093,15.5
6094,13.0
6095,12.4
6096,14.8
6097,16.5
6098,20.5
6099,15.3
6100,14.2
6101,13.0
6102,11.3
6103,10.7
6104,10.3
6105,11.0
6106,12.3
6107,13.2
6108,11.0
6109,11.2
6110,12.1
6111,12.3
6112,11.7
6113,11.4
6114,10.3
6115,10.1
6116,11.8
6117,14.6
6118,15.4
6119,18.6
6120,20.7
6121,16.8
6122,15.9
6123,18.0
6124,13.9
6125,14.0
6126,13.8
6127,13.2
6128,10.8
6129,9.9
6130,9.3
6131,12.0
6132,14.4
6133,12.9
6134,12.3
6135,13.2
6136,10.6
6137,8.4
6138,9.8
6139,11.6
6140,8.3
6141,8.5
6142,8.6
6143,6.3
6144,6.2
6145,5.4
6146,2.6
6147,-0.8
6148,-2.5
6149,-0.3
6150,2.4
6151,9.6
6152,5.0
6153,6.9
6154,8.2
6155,7.0
6156,6.9
6157,5.6
6158,2.5
6159,-0.4
6160,-1.4
6161,-3.8
6162,2.3
6163,4.5
6164,2.9
6165,0.7
6166,1.2
6167,1.8
6168,1.7
6169,2.8
6170,0.0
6171,-1.4
6172,-0.5
6173,2.1
6174,3.5
6175,5.3
6176,2.4
6177,0.7
6178,3.8
6179,7.9
6180,3.1
6181,-0.6
6182,1.7
6183,0.3
6184,0.3
6185,0.5
6186,2.6
6187,1.9
6188,1.2
6189,0.1
6190,4.8
6191,2.1
6192,0.3
6193,-1.3
6194,4.0
6195,6.3
6196,5.0
6197,0.9
6198,0.8
6199,0.3
6200,1.9
6201,1.7
6202,0.2
6203,0.3
6204,-0.6
6205,0.4
6206,3.8
6207,5.3
6208,3.6
6209,3.2
6210,2.0
6211,1.0
6212,-0.7
6213,-1.6
6214,-3.2
6215,-3.7
6216,-8.3
6217,-11.4
6218,-10.6
6219,0.0
6220,0.0
6221,3.3
6222,3.4
6223,2.6
6224,0.5
6225,1.5
6226,-0.6
6227,1.7
6228,-0.6
6229,2.6
6230,3.7
6231,1.1
6232,0.7
6233,2.2
6234,4.6
6235,-0.1
6236,1.6
6237,7.4
6238,3.0
6239,2.5
6240,6.2
6241,7.5
6242,9.9
6243,6.6
6244,5.1
6245,4.6
6246,4.0
6247,0.8
6248,-1.5
6249,-0.4
6250,-1.0
6251,-2.2
6252,-3.3
6253,-4.5
6254,-2.4
6255,-0.8
6256,-0.2
6257,0.9
6258,2.7
6259,5.4
6260,4.3
6261,4.7
6262,5.6
6263,4.9
6264,3.2
6265,5.0
6266,7.4
6267,5.7
6268,5.3
6269,4.0
6270,5.2
6271,8.5
6272,7.1
6273,8.0
6274,7.6
6275,8.2
6276,9.5
6277,10.8
6278,7.8
6279,3.8
6280,3.1
6281,5.1
6282,9.2
6283,3.8
6284,3.4
6285,4.4
6286,3.2
6287,4.9
6288,6.9
6289,8.5
6290,4.8
6291,3.5
6292,5.1
6293,8.8
6294,8.4
6295,6.9
6296,4.8
6297,4.3
6298,5.5
6299,4.8
6300,3.4
6301,5.0
6302,5.1
6303,5.4
6304,3.7
6305,4.8
6306,4.8
6307,8.9
6308,10.0
6309,10.4
6310,10.4
6311,7.1
6312,7.3
6313,9.5
6314,6.7
6315,12.2
6316,5.0
6317,4.5
6318,9.2
6319,7.2
6320,3.9
6321,2.8
6322,3.4
6323,4.9
6324,7.4
6325,8.1
6326,10.6
6327,9.8
6328,10.3
6329,10.4
6330,7.5
6331,6.8
6332,8.2
6333,8.4
6334,10.4
6335,14.4
6336,15.8
6337,14.0
6338,17.3
6339,19.3
6340,19.1
6341,21.1
6342,18.1
6343,17.4
6344,16.0
6345,15.6
6346,12.9
6347,9.8
6348,13.4
6349,14.0
6350,15.4
6351,15.3
6352,13.5
6353,13.0
6354,10.6
6355,13.9
6356,15.9
6357,16.7
6358,14.8
6359,16.2
6360,16.6
6361,15.7
6362,17.1
6363,19.0
6364,15.1
6365,14.9
6366,17.7
6367,13.3
6368,11.3
6369,9.9
6370,9.7
6371,10.8
6372,9.3
6373,9.4
6374,9.0
6375,14.9
6376,17.3
6377,16.6
6378,18.7
6379,17.8
6380,15.0
6381,16.9
6382,21.8
6383,17.6
6384,21.4
6385,20.1
6386,18.2
6387,16.3
6388,18.4
6389,15.9
6390,17.2
6391,20.9
6392,20.1
6393,16.9
6394,16.2
6395,17.0
6396,18.4
6397,17.6
6398,14.7
6399,16.2
6400,19.1
6401,22.0
6402,22.3
6403,23.1
6404,20.7
6405,17.9
6406,17.0
6407,19.2
6408,22.9
6409,20.0
6410,18.5
6411,20.8
6412,18.7
6413,17.6
6414,19.2
6415,19.6
6416,22.2
6417,24.0
6418,21.8
6419,21.9
6420,24.0
6421,23.0
6422,22.7
6423,19.6
6424,17.0
6425,14.3
6426,15.2
6427,16.3
6428,17.2
6429,19.5
6430,19.8
6431,16.6
6432,17.8
6433,13.9
6434,16.0
6435,17.3
6436,20.2
6437,16.9
6438,16.0
6439,16.6
6440,14.4
6441,15.3
6442,16.9
6443,16.4
6444,18.8
6445,19.5
6446,15.3
6447,16.1
6448,15.7
6449,17.5
6450,17.0
6451,16.6
6452,16.1
6453,16.8
6454,19.9
6455,16.8
6456,15.7
6457,16.3
6458,14.0
6459,12.4
6460,12.3
6461,12.3
6462,12.3
6463,12.3
6464,15.1
6465,17.7
6466,16.9
6467,16.2
6468,14.8
6469,15.8
6470,14.1
6471,13.7
6472,11.8
6473,12.8
6474,13.1
6475,14.1
6476,17.5
6477,18.6
6478,17.8
6479,14.4
6480,16.0
6481,15.9
6482,13.7
6483,13.6
6484,13.0
6485,12.0
6486,10.4
6487,10.5
6488,12.7
6489,13.6
6490,11.4
6491,14.5
6492,15.4
6493,16.5
6494,14.9
6495,11.8
6496,14.1
6497,11.7
6498,14.9
6499,6.2
6500,5.4
6501,10.5
6502,12.3
6503,12.6
6504,9.5
6505,11.6
6506,9.4
6507,12.2
6508,11.2
6509,13.0
6510,10.0
6511,7.0
6512,5.7
6513,7.0
6514,8.6
6515,9.4
6516,5.9
6517,7.2
6518,6.4
6519,4.0
6520,2.5
6521,3.0
6522,4.2
6523,3.9
6524,7.5
6525,4.6
6526,4.2
6527,7.5
6528,6.2
6529,4.0
6530,3.0
6531,4.4
6532,0.6
6533,-1.4
6534,3.8
6535,6.0
6536,4.0
6537,-0.6
6538,-0.2
6539,0.8
6540,0.7
6541,4.9
6542,3.6
6543,0.5
6544,4.0
6545,4.3
6546,5.0
6547,5.4
6548,3.1
6549,1.9
6550,-1.7
6551,-1.9
6552,-3.2
6553,-7.4
6554,-6.7
6555,-0.2
6556,0.8
6557,3.6
6558,3.8
6559,0.9
6560,-0.6
6561,-0.2
6562,-5.0
6563,-2.1
6564,2.5
6565,7.1
6566,7.5
6567,5.4
6568,2.4
6569,-1.9
6570,0.0
6571,0.5
6572,-0.9
6573,-1.3
6574,-1.2
6575,-3.0
6576,-1.8
6577,-2.6
6578,-1.0
6579,-3.8
6580,-7.5
6581,-6.6
6582,-8.3
6583,-11.4
6584,-5.4
6585,-9.1
6586,-12.4
6587,-5.5
6588,6.3
6589,6.1
6590,6.1
6591,3.8
6592,0.8
6593,0.1
6594,-1.8
6595,-0.1
6596,0.8
6597,0.7
6598,0.9
6599,0.5
6600,-0.1
6601,3.2
6602,2.5
6603,4.8
6604,6.3
6605,5.2
6606,2.6
6607,1.2
6608,1.7
6609,1.7
6610,2.2
6611,3.7
6612,0.6
6613,0.6
6614,0.6
6615,1.2
6616,0.4
6617,0.8
6618,2.3
6619,1.0
6620,-0.6
6621,-2.3
6622,0.2
6623,1.8
6624,0.0
6625,-1.2
6626,0.6
6627,-1.3
6628,-2.2
6629,-3.0
6630,-4.9
6631,-3.3
6632,-0.6
6633,-0.4
6634,-0.3
6635,-2.3
6636,-3.4
6637,-2.7
6638,2.9
6639,3.3
6640,2.6
6641,1.5
6642,3.6
6643,0.1
6644,-2.6
6645,-0.8
6646,1.9
6647,3.0
6648,2.6
6649,2.0
6650,3.9
6651,4.4
6652,5.5
6653,8.5
6654,10.2
6655,7.6
6656,6.1
6657,12.4
6658,14.5
6659,8.8
6660,8.5
6661,12.3
6662,15.3
6663,17.5
6664,6.6
6665,8.1
6666,11.0
6667,7.1
6668,5.2
6669,6.3
6670,4.9
6671,5.2
6672,2.3
6673,4.0
6674,2.1
6675,1.1
6676,3.6
6677,6.3
6678,7.2
6679,9.0
6680,9.8
6681,11.6
6682,14.0
6683,16.5
6684,16.3
6685,20.5
6686,23.6
6687,22.6
6688,12.8
6689,12.9
6690,10.1
6691,10.8
6692,13.2
6693,13.9
6694,11.6
6695,10.4
6696,10.9
6697,10.5
6698,15.1
6699,15.9
6700,15.1
6701,9.9
6702,8.5
6703,12.5
6704,13.2
6705,15.1
6706,11.6
6707,11.1
6708,11.2
6709,9.5
6710,11.2
6711,6.2
6712,6.6
6713,6.8
6714,7.4
6715,8.9
6716,9.2
6717,8.3
6718,9.6
6719,11.4
6720,13.4
6721,14.7
6722,16.8
6723,15.9
6724,14.6
6725,14.5
6726,15.8
6727,17.6
6728,17.8
6729,21.0
6730,17.9
6731,19.0
6732,15.1
6733,14.3
6734,13.0
6735,12.3
6736,13.7
6737,13.9
6738,18.5
6739,19.8
6740,21.8
6741,25.3
6742,25.8
6743,23.1
6744,22.5
6745,20.2
6746,15.8
6747,14.8
6748,19.8
6749,16.0
6750,16.2
6751,17.6
6752,18.8
6753,19.2
6754,16.8
6755,16.6
6756,20.7
6757,22.1
6758,22.8
6759,17.9
6760,21.5
6761,23.2
6762,17.0
6763,18.2
6764,19.2
6765,17.5
6766,19.7
6767,14.6
6768,15.1
6769,18.5
6770,18.3
6771,15.6
6772,15.4
6773,15.0
6774,14.9
6775,12.1
6776,13.3
6777,13.6
6778,15.4
6779,16.2
6780,14.1
6781,14.3
6782,15.3
6783,17.1
6784,17.9
6785,19.8
6786,19.8
6787,20.4
6788,21.1
6789,20.6
6790,19.2
6791,21.1
6792,21.5
6793,18.6
6794,21.9
6795,21.9
6796,21.4
6797,18.4
6798,16.1
6799,16.2
6800,15.4
6801,13.1
6802,14.0
6803,14.4
6804,15.1
6805,12.6
6806,14.7
6807,16.9
6808,16.7
6809,17.9
6810,21.4
6811,19.9
6812,19.6
6813,18.2
6814,18.4
6815,19.8
6816,21.8
6817,18.7
6818,15.4
6819,17.8
6820,18.4
6821,18.1
6822,14.7
6823,14.4
6824,14.6
6825,18.0
6826,19.5
6827,18.2
6828,16.4
6829,15.3
6830,13.7
6831,14.3
6832,13.9
6833,11.8
6834,13.5
6835,13.1
6836,13.6
6837,13.4
6838,12.8
6839,13.1
6840,12.8
6841,11.4
6842,11.9
6843,10.6
6844,12.0
6845,11.6
6846,11.7
6847,11.3
6848,10.4
6849,10.3
6850,12.2
6851,13.7
6852,10.4
6853,10.8
6854,11.3
6855,11.1
6856,13.4
6857,13.3
6858,13.1
6859,14.8
6860,13.8
6861,11.6
6862,9.4
6863,9.7
6864,8.9
6865,8.2
6866,5.2
6867,6.2
6868,7.8
6869,9.1
6870,7.4
6871,9.0
6872,8.8
6873,5.2
6874,7.9
6875,7.0
6876,9.5
6877,12.0
6878,13.8
6879,15.3
6880,12.3
6881,10.8
6882,8.6
6883,4.7
6884,2.3
6885,0.8
6886,3.6
6887,6.8
6888,4.5
6889,5.1
6890,5.2
6891,2.8
6892,-2.3
6893,-4.8
6894,-2.9
6895,-0.7
6896,1.4
6897,2.7
6898,3.0
6899,4.0
6900,4.5
6901,3.0
6902,6.3
6903,6.0
6904,5.4
6905,6.1
6906,1.8
6907,-0.3
6908,0.1
6909,1.3
6910,0.3
6911,0.1
6912,0.7
6913,0.1
6914,-1.9
6915,-2.5
6916,-1.1
6917,-1.1
6918,-5.3
6919,-8.1
6920,-8.9
6921,-7.5
6922,-6.7
6923,-4.7
6924,-4.6
6925,-2.9
6926,-3.3
6927,-4.8
6928,-5.8
6929,-1.1
6930,2.7
6931,4.1
6932,0.8
6933,0.4
6934,-0.7
6935,-2.0
6936,-3.7
6937,-5.1
6938,-6.2
6939,-6.1
6940,-4.8
6941,1.7
6942,-4.0
6943,-5.3
6944,-4.6
6945,-10.6
6946,-6.6
6947,-7.1
6948,-4.2
6949,-4.9
6950,-7.9
6951,-1.2
6952,-2.7
6953,-1.9
6954,0.3
6955,0.8
6956,-0.5
6957,0.6
6958,2.4
6959,-0.9
6960,-3.1
6961,1.2
6962,4.6
6963,0.7
6964,-0.1
6965,-0.3
6966,1.7
6967,3.9
6968,4.3
6969,4.0
6970,5.1
6971,2.2
6972,2.4
6973,0.8
6974,-0.8
6975,-3.4
6976,-4.2
6977,-4.4
6978,-2.7
6979,-2.1
6980,-2.2
6981,-3.6
6982,-5.8
6983,-10.3
6984,-11.6
6985,-10.6
6986,-4.0
6987,-7.4
6988,-9.2
6989,-3.8
6990,-0.7
6991,4.8
6992,1.4
6993,0.8
6994,-1.4
6995,-2.4
6996,-1.5
6997,-0.3
6998,-0.5
6999,-1.7
7000,-2.0
7001,-4.8
7002,-4.6
7003,-3.0
7004,-0.9
7005,-2.5
7006,0.3
7007,2.4
7008,0.7
7009,-0.6
7010,-2.1
7011,-0.7
7012,-1.7
7013,-1.9
7014,-4.4
7015,-5.1
7016,-3.8
7017,-0.6
7018,0.4
7019,0.4
7020,1.2
7021,2.3
7022,2.6
7023,1.7
7024,1.5
7025,0.2
7026,1.2
7027,1.7
7028,2.4
7029,5.0
7030,3.5
7031,3.4
7032,2.3
7033,5.2
7034,9.0
7035,10.0
7036,11.3
7037,11.0
7038,9.6
7039,14.6
7040,10.8
7041,8.8
7042,4.4
7043,3.2
7044,3.8
7045,3.5
7046,3.6
7047,1.6
7048,2.1
7049,3.6
7050,6.6
7051,7.4
7052,8.3
7053,7.1
7054,10.8
7055,14.4
7056,12.3
7057,9.0
7058,10.4
7059,8.3
7060,7.6
7061,10.6
7062,13.8
7063,16.4
7064,16.8
7065,16.3
7066,11.4
7067,12.1
7068,12.1
7069,13.4
7070,14.3
7071,18.4
7072,21.5
7073,24.6
7074,19.1
7075,14.3
7076,12.8
7077,12.4
7078,7.9
7079,6.5
7080,8.4
7081,9.0
7082,10.3
7083,13.3
7084,15.4
7085,14.9
7086,13.9
7087,16.3
7088,14.1
7089,13.6
7090,13.0
7091,12.2
7092,10.7
7093,9.1
7094,10.7
7095,10.6
7096,8.5
7097,14.8
7098,16.2
7099,15.8
7100,16.2
7101,16.6
7102,20.1
7103,21.7
7104,19.8
7105,18.1
7106,20.1
7107,19.9
7108,20.6
7109,19.9
7110,15.3
7111,17.5
7112,18.8
7113,20.6
7114,21.9
7115,15.9
7116,17.2
7117,17.7
7118,15.3
7119,13.4
7120,15.2
7121,17.2
7122,19.0
7123,18.3
7124,17.5
7125,19.4
7126,18.8
7127,19.5
7128,14.8
7129,12.8
7130,12.6
7131,13.2
7132,14.0
7133,14.7
7134,16.8
7135,19.1
7136,23.0
7137,23.5
7138,17.5
7139,19.6
7140,18.7
7141,17.8
7142,22.2
7143,24.1
7144,25.9
7145,25.0
7146,23.1
7147,24.3
7148,26.7
7149,25.1
7150,24.6
7151,24.5
7152,24.4
7153,24.3
7154,25.4
7155,23.4
7156,22.3
7157,22.7
7158,19.5
7159,21.6
7160,20.6
7161,19.0
7162,17.1
7163,17.6
7164,16.5
7165,18.5
7166,16.8
7167,18.2
7168,18.4
7169,17.9
7170,17.9
7171,19.2
7172,14.7
7173,12.9
7174,11.9
7175,14.4
7176,13.6
7177,12.3
7178,12.6
7179,13.2
7180,10.8
7181,14.1
7182,15.1
7183,13.6
7184,14.0
7185,13.5
7186,14.0
7187,13.7
7188,16.0
7189,14.5
7190,17.2
7191,18.4
7192,18.0
7193,18.6
7194,19.3
7195,18.9
7196,18.0
7197,19.0
7198,19.7
7199,17.5
7200,12.3
7201,10.0
7202,10.9
7203,12.6
7204,15.0
7205,11.4
7206,13.0
7207,14.9
7208,15.2
7209,12.4
7210,8.8
7211,9.6
7212,7.6
7213,7.7
7214,5.8
7215,9.0
7216,12.7
7217,13.9
7218,12.1
7219,12.2
7220,14.0
7221,14.5
7222,15.1
7223,13.7
7224,12.1
7225,10.9
7226,11.7
7227,12.1
7228,11.3
7229,7.3
7230,7.3
7231,8.9
7232,9.6
7233,9.6
7234,8.0
7235,8.4
7236,10.1
7237,8.9
7238,10.0
7239,9.9
7240,9.5
7241,10.1
7242,6.9
7243,9.3
7244,9.6
7245,11.6
7246,13.5
7247,12.5
7248,5.0
7249,1.9
7250,2.1
7251,6.4
7252,7.2
7253,6.9
7254,9.7
7255,12.5
7256,9.6
7257,5.4
7258,5.2
7259,5.9
7260,8.3
7261,4.6
7262,6.3
7263,7.2
7264,4.6
7265,3.9
7266,6.4
7267,2.9
7268,-0.3
7269,0.4
7270,-3.0
7271,1.6
7272,0.2
7273,-2.3
7274,-3.7
7275,-2.5
7276,0.4
7277,-2.9
7278,-6.1
7279,-3.5
7280,-3.8
7281,-5.4
7282,-6.9
7283,-6.3
7284,-1.0
7285,-0.9
7286,-1.9
7287,-2.3
7288,-2.9
7289,-5.8
7290,-6.4
7291,-6.2
7292,-9.6
7293,-13.8
7294,-19.9
7295,-13.4
7296,-12.3
7297,-7.7
7298,-2.3
7299,-3.5
7300,-4.9
7301,-10.6
7302,-9.9
7303,-4.8
7304,-14.8
7305,-13.8
7306,-7.1
7307,-1.7
7308,-4.6
7309,-5.2
7310,-3.7
7311,-8.4
7312,-12.6
7313,-7.3
7314,-3.2
7315,-0.3
7316,-1.2
7317,0.2
7318,-1.4
7319,-0.5
7320,-2.3
7321,-6.4
7322,-7.4
7323,-11.4
7324,-6.8
7325,-7.3
7326,-7.8
7327,-7.1
7328,-5.0
7329,-1.5
7330,1.3
7331,1.0
7332,-1.7
7333,-2.8
7334,-6.1
7335,-10.8
7336,-13.1
7337,-9.9
7338,1.2
7339,3.1
7340,2.3
7341,-1.5
7342,-1.5
7343,2.0
7344,0.7
7345,0.3
7346,-0.4
7347,-1.4
7348,-1.6
7349,-3.8
7350,-8.6
7351,-7.1
7352,-5.2
7353,-4.2
7354,-6.6
7355,-0.8
7356,1.4
7357,0.5
7358,-0.5
7359,-2.2
7360,0.0
7361,-1.2
7362,-3.0
7363,-3.6
7364,-3.4
7365,-0.1
7366,-1.8
7367,-2.3
7368,-0.6
7369,-0.4
7370,-0.2
7371,-1.1
7372,-0.2
7373,-1.0
7374,-0.6
7375,1.8
7376,1.0
7377,-1.0
7378,-2.4
7379,0.2
7380,3.0
7381,3.7
7382,2.8
7383,2.8
7384,5.7
7385,6.2
7386,3.8
7387,2.5
7388,0.7
7389,1.5
7390,1.6
7391,0.1
7392,0.0
7393,4.7
7394,6.5
7395,4.0
7396,1.8
7397,0.6
7398,1.2
7399,-0.5
7400,3.3
7401,3.1
7402,3.7
7403,3.9
7404,1.0
7405,2.2
7406,2.0
7407,4.4
7408,4.2
7409,5.4
7410,8.0
7411,12.9
7412,12.0
7413,11.1
7414,8.0
7415,7.4
7416,10.3
7417,12.5
7418,10.8
7419,10.7
7420,9.7
7421,6.7
7422,6.5
7423,3.4
7424,3.1
7425,3.2
7426,7.4
7427,9.6
7428,10.1
7429,13.0
7430,16.8
7431,18.3
7432,19.1
7433,19.2
7434,18.6
7435,13.7
7436,10.3
7437,11.0
7438,11.5
7439,11.5
7440,13.2
7441,12.1
7442,13.8
7443,13.2
7444,11.6
7445,11.1
7446,9.5
7447,9.5
7448,11.1
7449,15.4
7450,14.3
7451,9.9
7452,11.2
7453,11.7
7454,13.6
7455,11.1
7456,11.5
7457,11.2
7458,12.8
7459,13.9
7460,16.3
7461,19.3
7462,19.7
7463,21.5
7464,22.4
7465,20.0
7466,19.8
7467,17.2
7468,14.9
7469,14.5
7470,17.8
7471,19.5
7472,20.4
7473,18.5
7474,20.6
7475,22.8
7476,24.1
7477,24.4
7478,21.5
7479,20.7
7480,19.6
7481,18.9
7482,21.0
7483,23.3
7484,15.0
7485,15.3
7486,14.0
7487,14.3
7488,13.2
7489,13.3
7490,15.8
7491,18.6
7492,22.0
7493,24.0
7494,22.7
7495,19.6
7496,18.0
7497,18.2
7498,21.7
7499,18.1
7500,12.9
7501,15.7
7502,15.0
7503,15.2
7504,17.0
7505,15.7
7506,14.9
7507,15.6
7508,17.0
7509,20.8
7510,17.6
7511,12.7
7512,13.3
7513,20.2
7514,20.7
7515,19.1
7516,21.5
7517,20.4
7518,20.5
7519,20.7
7520,18.3
7521,19.7
7522,20.8
7523,22.0
7524,19.5
7525,20.8
7526,18.0
7527,16.8
7528,15.4
7529,16.3
7530,19.2
7531,17.4
7532,18.4
7533,16.6
7534,15.0
7535,17.2
7536,20.2
7537,18.0
7538,15.3
7539,16.7
7540,17.2
7541,15.5
7542,16.2
7543,17.3
7544,18.6
7545,18.2
7546,18.8
7547,19.9
7548,17.0
7549,14.3
7550,16.5
7551,14.1
7552,15.5
7553,12.0
7554,12.5
7555,14.8
7556,18.4
7557,21.3
7558,13.8
7559,13.5
7560,13.4
7561,13.5
7562,16.7
7563,14.9
7564,13.4
7565,15.7
7566,15.9
7567,15.5
7568,13.8
7569,10.8
7570,9.5
7571,8.1
7572,10.2
7573,9.0
7574,8.7
7575,8.1
7576,8.4
7577,9.2
7578,10.8
7579,8.7
7580,7.5
7581,9.1
7582,11.0
7583,15.0
7584,15.4
7585,14.1
7586,13.2
7587,13.0
7588,12.3
7589,11.1
7590,6.7
7591,8.2
7592,5.8
7593,8.6
7594,9.5
7595,9.0
7596,9.1
7597,5.9
7598,4.9
7599,5.2
7600,3.6
7601,4.1
7602,9.9
7603,9.3
7604,5.8
7605,6.7
7606,7.9
7607,11.2
7608,11.0
7609,12.4
7610,8.9
7611,11.2
7612,9.4
7613,7.3
7614,4.1
7615,-1.7
7616,-1.8
7617,4.8
7618,4.2
7619,5.4
7620,11.0
7621,6.4
7622,2.7
7623,3.5
7624,2.1
7625,2.2
7626,6.5
7627,9.9
7628,6.8
7629,4.2
7630,4.5
7631,3.9
7632,2.1
7633,1.4
7634,4.3
7635,5.7
7636,3.7
7637,4.9
7638,9.2
7639,6.9
7640,6.1
7641,5.0
7642,1.1
7643,5.3
7644,5.4
7645,4.7
7646,3.5
7647,5.3
7648,5.8
7649,5.9
7650,1.4
7651,0.7
7652,3.8
7653,2.0
7654,0.4
7655,0.0
7656,2.2
7657,2.7
7658,5.7
7659,1.6
7660,-1.6
7661,-2.3
7662,-3.3
7663,-2.9
7664,-5.5
7665,-5.5
7666,-3.2
7667,-2.7
7668,-2.7
7669,-7.8
7670,-11.0
7671,-8.5
7672,-15.5
7673,-14.0
7674,-9.6
7675,-11.0
7676,-10.5
7677,-1.3
7678,1.2
7679,-3.2
7680,-5.5
7681,-6.3
7682,-4.3
7683,-1.6
7684,-2.4
7685,0.9
7686,1.3
7687,-1.5
7688,0.7
7689,3.0
7690,1.3
7691,2.1
7692,4.8
7693,6.2
7694,4.8
7695,5.6
7696,7.3
7697,4.9
7698,3.5
7699,1.9
7700,1.9
7701,-0.3
7702,-1.3
7703,1.0
7704,-0.3
7705,3.6
7706,3.8
7707,3.0
7708,5.2
7709,5.3
7710,4.1
7711,3.5
7712,0.6
7713,5.5
7714,3.0
7715,3.3
7716,3.2
7717,2.1
7718,2.6
7719,2.5
7720,1.9
7721,1.5
7722,3.1
7723,1.7
7724,1.6
7725,3.2
7726,-5.5
7727,-6.4
7728,-3.4
7729,-5.0
7730,-6.2
7731,-8.0
7732,-8.8
7733,-8.1
7734,-8.1
7735,-4.2
7736,-1.0
7737,1.2
7738,0.9
7739,-1.1
7740,-1.5
7741,4.9
7742,6.0
7743,5.8
7744,6.2
7745,5.6
7746,8.1
7747,10.5
7748,9.2
7749,10.9
7750,3.7
7751,1.8
7752,2.8
7753,6.8
7754,5.6
7755,3.2
7756,1.8
7757,1.4
7758,3.7
7759,5.0
7760,8.8
7761,9.1
7762,9.4
7763,11.2
7764,10.8
7765,5.5
7766,6.5
7767,8.1
7768,9.7
7769,6.8
7770,8.0
7771,6.1
7772,6.5
7773,6.5
7774,8.8
7775,11.7
7776,7.0
7777,7.4
7778,13.3
7779,11.7
7780,11.7
7781,13.1
7782,14.7
7783,8.6
7784,5.9
7785,3.3
7786,0.7
7787,3.7
7788,5.9
7789,5.7
7790,6.6
7791,9.2
7792,10.2
7793,11.9
7794,12.1
7795,12.5
7796,13.4
7797,14.4
7798,17.0
7799,15.6
7800,17.8
7801,20.9
7802,19.8
7803,18.1
7804,18.6
7805,18.5
7806,23.4
7807,23.9
7808,18.7
7809,17.1
7810,15.9
7811,14.7
7812,11.6
7813,10.5
7814,11.0
7815,11.5
7816,15.0
7817,18.0
7818,14.9
7819,13.4
7820,14.9
7821,18.5
7822,21.4
7823,20.9
7824,19.1
7825,17.7
7826,16.9
7827,17.2
7828,17.0
7829,16.7
7830,14.4
7831,14.3
7832,11.7
7833,11.8
7834,14.1
7835,14.2
7836,11.6
7837,11.7
7838,11.2
7839,10.4
7840,12.7
7841,12.7
7842,12.8
7843,13.3
7844,14.6
7845,18.3
7846,20.9
7847,15.5
7848,13.6
7849,10.9
7850,12.0
7851,14.9
7852,15.0
7853,17.2
7854,18.8
7855,18.4
7856,20.3
7857,20.0
7858,21.9
7859,23.7
7860,23.8
7861,21.7
7862,20.9
7863,16.8
7864,15.0
7865,16.5
7866,16.4
7867,13.7
7868,14.2
7869,15.2
7870,14.6
7871,17.0
7872,16.8
7873,20.1
7874,22.1
7875,24.4
7876,24.0
7877,25.5
7878,26.2
7879,20.5
7880,20.6
7881,24.5
7882,23.0
7883,23.4
7884,25.6
7885,22.3
7886,21.2
7887,23.5
